slug,acronym,author,name,edition_date,country,pages,volume,shelf_number,dates,notes
Statistical Abstract for the several British oversea dominions and protectorates for each of the years 1913 and 1922 to 1927 (59),SA-BC,,Statistical Abstract for the several British oversea dominions and protectorates,,,,59,,"1913, 1922-27",
Statistical Abstract for the several British oversea dominions and protectorates in each year from 1905 to 1919 (55),SA-BC,,Statistical Abstract for the several British oversea dominions and protectorates,,,,55,,1905-1919,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1895 to 1909 (47)",SA-BC,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,47,,1895-1909,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1896 to 1910 (48)",SA-BC,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,48,,1896-1910,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1897 to 1911 (49)",SA-BC,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,49,,1897-1911,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1899 to 1913 (51)",SA-BC,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,51,,1899-1913,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1900 to 1914 (52)",SA-BC,,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,52,,1900-1914,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1850 to 1863 (1),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,1,,1850-1863,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1861 to 1875 (13),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,13,,1861-1875,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1863 to 1877 (15),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,15,,1863-1877,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1867 to 1881 (19),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,19,,1867-1881,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1869 to 1883 (21),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,21,,1869-1883,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1870 to 1884 (22),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,22,,1870-1884,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1871 to 1885 (23),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,23,,1871-1885,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1872 to 1886 (24),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,24,,1872-1886,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1874 to 1888 (26),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,26,,1874-1888,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1875 to 1889 (27),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,27,,1875-1889,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1877 to 1891 (29),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,29,,1877-1891,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1878 to 1892 (30),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,30,,1878-1892,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1883 to 1897 (35),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,35,,1883-1897,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1884 to 1898 (36),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,36,,1884-1898,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1885 to 1899 (37),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,37,,1885-1899,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1886 to 1900 (38),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,38,,1886-1900,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1887 to 1901 (39),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,39,,1887-1901,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1888 to 1902 (40),SA-BC,,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,40,,1888-1902,
Statistical Abstract of Foreign Countries,SAFC(US),,Statistical Abstract of Foreign Countries,,,,,,,
Statistical Abstract of the United States. 1878.,SA-USA,,Statistical Abstract of the United States,,,,,,1878,
Statistical Abstract of the United States. 1891.,SA-USA,,Statistical Abstract of the United States,,,,,,1891,
Statistical Abstract of the United States. 1900.,SA-USA,,Statistical Abstract of the United States,,,,,,1900,
Statistical Abstract of the United States. 1913.,SA-USA,,Statistical Abstract of the United States,,,,,,1913,
Statistical abstract relating to British India. From 1840 to 1865,SA-IND,,Statistical Abstract relating to British India,,,,,,1840-1865,
Statistical abstract relating to British India. From 1860 to 1869,SA-IND,,Statistical Abstract relating to British India,,,,,,1860-1869,
Statistical abstract relating to British India. From 1867/8 to 1876/7,SA-IND,,Statistical Abstract relating to British India,,,,,,1867/68-1876/77,
Statistical abstract relating to British India. From 1876/7 to 1885/6,SA-IND,,Statistical Abstract relating to British India,,,,,,1876/77-1885/86,
Statistical abstract relating to British India. From 1884-5 to 1894-5.,SA-IND,,Statistical Abstract relating to British India,,,,,,1884/85-1894/95,
Statistical abstract relating to British India. From 1885-6 to 1894-5,SA-IND,,Statistical Abstract relating to British India,,,,,,1885/86-1894/95,
Statistical abstract relating to British India. From 1894-5 to 1903-4,SA-IND,,Statistical Abstract relating to British India,,,,,,1894/95-1903/04,
Statistical abstract relating to British India. From 1903-4 to 1912-3,SA-IND,,Statistical Abstract relating to British India,,,,,,1903/04-1912/13,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1850.,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1850,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1851.,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1851,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1856.,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1856,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1861.,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1861,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1866.,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1866,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1871,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1871,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1873,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1873,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1874,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1874,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1876,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1876,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1877,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1877,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1878,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1878,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1879,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1879,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1880,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1880,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1881,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1881,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1882.,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1882,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1883,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1883,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1884,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1884,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1885,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1885,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1886,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1886,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1887,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1887,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1888,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1888,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1889,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1889,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1890,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1890,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1891,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1891,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1892,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1892,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1893,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1893,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1894,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1894,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1895,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1895,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1896,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1896,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1897,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1897,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1898,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1898,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1899,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1899,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1900,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1900,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1901,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1901,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1902,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1902,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1903,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1903,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1904,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1904,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1905,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1905,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1906,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1906,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1907,SH-NL,,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1907,
