year,modified_currency,rate_to_pounds,source,notes
1929,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1930,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1931,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1932,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1933,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1934,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1935,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1936,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1937,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1938,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1939,sterling pound,1.0,ExtractoEstadísticoDelPerú,
1867,straits settlements dollar,4.63075508949,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1868,straits settlements dollar,4.63553892739,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1869,straits settlements dollar,4.64033265947,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1870,straits settlements dollar,4.47552447552,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1871,straits settlements dollar,4.52830188679,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1872,straits settlements dollar,4.44444444444,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1873,straits settlements dollar,4.54976303318,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1874,straits settlements dollar,4.70588235294,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1875,straits settlements dollar,4.89795918367,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1876,straits settlements dollar,4.97409326425,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1877,straits settlements dollar,4.92307692308,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1878,straits settlements dollar,5.10638297872,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1879,straits settlements dollar,5.33333333333,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1880,straits settlements dollar,5.24590163934,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1881,straits settlements dollar,5.33333333333,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1882,straits settlements dollar,5.30386740331,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1883,straits settlements dollar,5.42372881356,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1884,straits settlements dollar,5.36312849162,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1885,straits settlements dollar,5.64705882353,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1886,straits settlements dollar,5.85365853659,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1887,straits settlements dollar,6.1935483871,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1888,straits settlements dollar,6.44295302013,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1889,straits settlements dollar,6.4,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1890,straits settlements dollar,5.81818181818,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1891,straits settlements dollar,6.15384615385,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1892,straits settlements dollar,6.85714285714,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1893,straits settlements dollar,8.76712328767,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1894,straits settlements dollar,9.32038834951,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1895,straits settlements dollar,9.41176470588,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1896,straits settlements dollar,9.230769230770001,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1897,straits settlements dollar,10.0261096606,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1898,straits settlements dollar,10.406504065,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1899,straits settlements dollar,10.0261096606,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1900,straits settlements dollar,9.846153846149999,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1901,straits settlements dollar,10.2673796791,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1902,straits settlements dollar,11.7073170732,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1903,straits settlements dollar,11.3609467456,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1924,straits settlements dollar,8.61208576998,StatisticalYearbookOfTheLeagueOfNations,
1925,straits settlements dollar,8.59252669039,StatisticalYearbookOfTheLeagueOfNations,
1926,straits settlements dollar,8.62877442274,StatisticalYearbookOfTheLeagueOfNations,
1927,straits settlements dollar,8.68035714286,StatisticalYearbookOfTheLeagueOfNations,
1928,straits settlements dollar,8.64298401421,StatisticalYearbookOfTheLeagueOfNations,
1929,straits settlements dollar,8.66642698868,StatisticalYearbookOfTheLeagueOfNations,
1930,straits settlements dollar,8.68390907006,StatisticalYearbookOfTheLeagueOfNations,
1931,straits settlements dollar,8.64511222017,StatisticalYearbookOfTheLeagueOfNations,
1932,straits settlements dollar,8.66720755449,StatisticalYearbookOfTheLeagueOfNations,
1933,straits settlements dollar,8.60882960783,StatisticalYearbookOfTheLeagueOfNations,
1934,straits settlements dollar,8.54325716688,StatisticalYearbookOfTheLeagueOfNations,
1935,straits settlements dollar,8.57090524833,StatisticalYearbookOfTheLeagueOfNations,
1936,straits settlements dollar,8.54266503334,StatisticalYearbookOfTheLeagueOfNations,
1937,straits settlements dollar,8.52826392868,StatisticalYearbookOfTheLeagueOfNations,
1938,straits settlements dollar,8.58538312881,StatisticalYearbookOfTheLeagueOfNations,
1939,straits settlements dollar,8.57090524833,StatisticalYearbookOfTheLeagueOfNations,
1830,straits settlements rupee,11.696,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1831,straits settlements rupee,11.44,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1832,straits settlements rupee,11.429,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1833,straits settlements rupee,11.362,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1834,straits settlements rupee,10.798,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1835,straits settlements rupee,10.251,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1836,straits settlements rupee,9.822,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1837,straits settlements rupee,9.858,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1838,straits settlements rupee,9.847,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1839,straits settlements rupee,9.592,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1840,straits settlements rupee,9.702,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1841,straits settlements rupee,9.79,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1842,straits settlements rupee,9.686,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1843,straits settlements rupee,10.123,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1844,straits settlements rupee,10.619,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1845,straits settlements rupee,10.766,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1846,straits settlements rupee,10.06,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1847,straits settlements rupee,10.237,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1848,straits settlements rupee,10.916,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1849,straits settlements rupee,10.721,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1850,straits settlements rupee,9.867,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1851,straits settlements rupee,9.57,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1852,straits settlements rupee,9.889,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1853,straits settlements rupee,9.707,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1854,straits settlements rupee,10.006,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1855,straits settlements rupee,9.628,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1856,straits settlements rupee,9.492,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1857,straits settlements rupee,9.363,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1858,straits settlements rupee,9.755,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1859,straits settlements rupee,9.509,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1860,straits settlements rupee,9.717,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1861,straits settlements rupee,9.649,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1862,straits settlements rupee,9.803,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1863,straits settlements rupee,9.726,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1864,straits settlements rupee,10.125,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1865,straits settlements rupee,10.04375,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1866,straits settlements rupee,10.25,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1867,straits settlements rupee,10.53125,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1868,straits settlements rupee,10.6875,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1869,straits settlements rupee,10.34375,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1870,straits settlements rupee,10.453125,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1871,straits settlements rupee,10.78125,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1872,straits settlements rupee,10.421875,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1873,straits settlements rupee,10.640625,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1874,straits settlements rupee,10.71875,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1875,straits settlements rupee,10.9375,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1876,straits settlements rupee,11.875,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1877,straits settlements rupee,11.625,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1878,straits settlements rupee,11.75,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1879,straits settlements rupee,12.5,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1880,straits settlements rupee,12.1875,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1881,straits settlements rupee,12.25,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1882,straits settlements rupee,12.0625,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1883,straits settlements rupee,12.4375,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1884,straits settlements rupee,12.5,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1885,straits settlements rupee,12.8125,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1886,straits settlements rupee,13.765625,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1887,straits settlements rupee,14.5625,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1888,straits settlements rupee,14.9375,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1889,straits settlements rupee,15.0625,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1890,straits settlements rupee,13.53125,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1891,straits settlements rupee,14.25,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1892,straits settlements rupee,15.46875,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1893,straits settlements rupee,16.25,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1894,straits settlements rupee,18.25,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1895,straits settlements rupee,18.125,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1896,straits settlements rupee,17.09375,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1897,straits settlements rupee,16.375,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1898,straits settlements rupee,15.375,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1899,straits settlements rupee,15.03125,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1900,straits settlements rupee,14.9374494305,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1901,straits settlements rupee,15.025355287,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1902,straits settlements rupee,15.0121974104,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1903,straits settlements rupee,15.0,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1904,straits settlements rupee,14.9625935162,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1905,straits settlements rupee,14.9625935162,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1906,straits settlements rupee,14.9625935162,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1907,straits settlements rupee,14.9253731343,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1908,straits settlements rupee,14.9812734082,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1909,straits settlements rupee,15.037593985,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1910,straits settlements rupee,14.9625935162,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1911,straits settlements rupee,14.9439601494,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1912,straits settlements rupee,14.9253731343,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1913,straits settlements rupee,14.953271028,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1914,straits settlements rupee,15.0,VanDerEngP_ExchangeRatesInAsia18302003Unpublished,
1815,swedish krone,12.8525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1816,swedish krone,16.4383,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1817,swedish krone,14.8408,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1818,swedish krone,14.4125,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1819,swedish krone,17.0708,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1820,swedish krone,18.7516,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1821,swedish krone,17.9416,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1822,swedish krone,17.8966,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1823,swedish krone,18.27,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1824,swedish krone,18.5283,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1825,swedish krone,17.545,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1826,swedish krone,18.8316,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1827,swedish krone,19.5525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1828,swedish krone,18.005,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1829,swedish krone,17.7892,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1830,swedish krone,18.8125,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1831,swedish krone,19.7383,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1832,swedish krone,21.1366,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1833,swedish krone,20.7408,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1834,swedish krone,19.055,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1835,swedish krone,18.4592,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1836,swedish krone,18.0058,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1837,swedish krone,18.5725,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1838,swedish krone,18.58,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1839,swedish krone,17.88,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1840,swedish krone,18.0508,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1841,swedish krone,18.2275,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1842,swedish krone,18.5717,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1843,swedish krone,18.74,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1844,swedish krone,18.3767,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1845,swedish krone,18.1558,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1846,swedish krone,18.165,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1847,swedish krone,18.0525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1848,swedish krone,18.5833,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1849,swedish krone,18.5525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1850,swedish krone,18.0127,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1851,swedish krone,17.9425,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1852,swedish krone,18.0367,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1853,swedish krone,17.64,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1854,swedish krone,17.6192,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1855,swedish krone,17.8717,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1856,swedish krone,18.0417,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1857,swedish krone,17.9508,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1858,swedish krone,17.9842,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1859,swedish krone,17.7317,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1860,swedish krone,17.7533,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1861,swedish krone,18.0867,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1862,swedish krone,17.8825,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1863,swedish krone,17.8458,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1864,swedish krone,17.8633,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1865,swedish krone,17.9,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1866,swedish krone,17.9983,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1867,swedish krone,18.0058,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1868,swedish krone,18.0833,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1869,swedish krone,18.0803,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1870,swedish krone,17.9458,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1871,swedish krone,17.8642,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1872,swedish krone,17.8733,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1873,swedish krone,18.0183,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1874,swedish krone,18.1375,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1875,swedish krone,18.2025,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1876,swedish krone,18.165,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1877,swedish krone,18.1975,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1878,swedish krone,18.2225,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1879,swedish krone,18.1692,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1880,swedish krone,18.1608,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1881,swedish krone,18.2192,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1882,swedish krone,18.2258,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1883,swedish krone,18.2108,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1884,swedish krone,18.2108,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1885,swedish krone,18.2175,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1886,swedish krone,18.1792,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1887,swedish krone,18.1775,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1888,swedish krone,18.1758,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1889,swedish krone,18.1917,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1890,swedish krone,18.2008,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1891,swedish krone,18.1625,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1892,swedish krone,18.1525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1893,swedish krone,18.1625,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1894,swedish krone,18.1392,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1895,swedish krone,18.1733,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1896,swedish krone,18.1617,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1897,swedish krone,18.1433,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1898,swedish krone,18.1992,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1899,swedish krone,18.23,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1900,swedish krone,18.2408,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1901,swedish krone,18.1692,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
